(4.8919628143310545, 0.5598455905914307)
(3.609239673614502, 0.0)
(2.4448244094848635, 0.0)
(2.4172640323638914, 0.48933959007263184)
(2.399748611450195, 1.4927451610565186)
(2.390514612197876, 2.431693458557129)
